category,product,star,comments
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,mình sạc cho iphone 12 pro max được 4 lần vẫn còn pin sạc nhanh như củ sạc apple 20w cảm ơn bạn nhân viên nữ hôm bữa phục vụ ok 
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,sản phẩm rất tốt chất lượng chính hãng pin sạt rất nhanh và phù hợp với giá tiền 
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,sài rất ok dung lượng pin rất lớn 20 000mah bạn nhân viên phục vụ mau lẹ cảm ơn 
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,2,sạt chậm lâu vô cục sạt trơn dễ rớt hết bin sạt lâu đầy sát hướng dẫn đọc kh hiểu
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,mới mua chờ trãi nghiệm dùng sạc 15ư smssung nạp điên cảm giác quá nóng cho củ sạc
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,sạc được s20 4 lần 20 đến 100 thời gian sạc 70 phút thời gian nạp đầy lại là 6h với sạc 15w cảm thấy ổn nên mua
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,2,sao hay bị lỗi quá dùng được 1 thời gian bik lỗi sạc đầy sập nguồn mất pin hay sao á đổi lại 1 cục sạc còn pin mà không nạp rút cáp cắm lại mới được dung lượng pin ổn note 10plus sạc được 3 5 lần hiệu suất chắc cỡ 70 75 chán cái mạch sạc 
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,mới mua tốt nhưng không biết lâu dài có ngon hok chất lượng oke bảo hành thì ko biết có 1 đổi 1 không
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,1,sạc tệ pin quá yếu vừa sạc vừa lướt web pin ko lên nổi tuổi thọ đthoai giảm nhanh sau mấy lần sd cục aukey cực ngon chỉ có điều hay bị lỗi sau vài tháng sd
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,mình vừa mua tại tgdd hào nam mặc dù cửa hàng hết hàng nhưng em trai nv rât nhanh 10p đã có hàng thanks em trai sp đúng mô tả hàng chính hãng về cắm sạc vãi thật siêu nhanh luôn nên mua các bạn ạ bảo hành 1 năm lo gì 
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,5,sản phẩm rất đẹp vừa mua xong đang sạc kiểm tra sơ bộ thì 3 cổng ra đều sạc nhanh 
sac-dtdd,sac-du-phong-20000mah-type-c-25w-samsung-eb-p5300,3,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,hết bảo hành còn sửa ko ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,oke
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,giờ nó sạc ko vào pin nữa mà hết bảo hành thì có sửa đc không ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rất rất ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mới mua đc 1 tháng sạc không vào pin 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,10 000 mah mà sạc iphone xs max được 1 lần là hết pin lúc trước mua 600k
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sài ok lắm
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,cục sạc đã sạc đầy nhưng khi cắm đt vào sạc thì vài phút sau thì cục sạc hết sạch pin mặc dù không phahit vừa sạc vừa sử dụng đt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,hàng rất ok nhà mn nên mua giá cả hợp lý
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,hàng chuẩn rất tuyệt vời
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc nhanh nhỏ gọn bền đẹp
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,pin hơi nóng
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,sài 1 năm hỏng luôn pin phòng ra sặc điên không vào tiêu chí quá bảo hành là hỏng
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tuyet voi
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,nhân viên tư vấn sạc có sạc nhanh vậy mak sạc đt 2tieg mới đấy đt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mình mua về sạc 2 ngày đầu thì ok còn qua mấy ngày hôm sau sạc ko vô pin dự phòng sạc 2ngay 2 đêm mới vô đầy còn hiện tại mình đang sạc 2 ngày 3 đêm rồi mà nó chỉ vô dc 2 cục pin mà nó chớp đèn nv hoài mà ko đầy đc cái sạc qua dt thì rất nhanh đầy pin
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,mời dùng có vài lần thấy tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sản phẩm rất tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạt nhanh
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rất ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,chất lượng sản phẩm rất tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok pin dự phòng dùng tốt ko bị nóng sạc được 3 lần là ok rồi
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,quá ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,sạc rất nóng với mau hết pin
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rất tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,ghi 10 000 mah ma sạc dc 1 lần iphone 12 promax thua
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,mình mua chưa đc 1th nhưng hiện tại nạp pin k vào
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,sạc nóng vs mau hết pin
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sài ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,sài rất nóng iphone 11 sạc không tới 2 lần thấy nv tư vấn nhiệt tình nên mua mà mua song cảm thấy thất vọng
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,vừa mua lúc trưa sạc in 10p đã nóng nên không dám sạc nữa cần hỗ trợ đổi sp khác
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc nhanh
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,pin dự phòng dùng rất tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rât tôt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc nhỏ gọn chế độ sạc nhanh rất tốt về giá cũng còn khá cao 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rất tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,sạc 1lân hết pin
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,ip 11 sạc được 1 lần là hết
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,mình đang sạc 11 promax chưa đc 2 lần á
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,lỗi chủ quan mua k để ý bị móp 1 góc sạc được 2 lần thì không sạc được phải đổi cục mới 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,tạm
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,sài được một thời gian sạc pin đầy xong mình chưa dùng đến để vào ngăn đựng của balo trở nên nóng như đang sử dụng sạc đt có bảo hành đổi sp mới đc k còn bh đến 2024
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,cắm iphone 12 một lần chưa đầy đã hết
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tôi thấy nhân viên ở thế giới di động các bạn ấy tiếp đón ứng sử rất nhiệt tình
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rất tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,xạc pin ko vào nên phải đổi loại khác mất phí
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,sạc in chậm out cũng chậm phải gửi hãng không được đổi mới sài chưa được 2 ngày
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sạc điện thoại tốt sạc pin dự phòng nhanh nóng củ sạc nguồn
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,mình mới mua tuần trước nhưng cắm sạc pin hơn 10 tiếng vẫn k đầy cục sạc
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,sạc được tí từ 4 đèn tụt xuống 1 đèn rồi hết pin luôn đem ra tgdd nguyễn thị tú bình chánh kỹ thuật ko cho đổi chán đem về bỏ vô tủ luôn 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt tuy hàng qua sử dụng nhưng xài ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,tê sạc dự phòg này hỏng k sd d
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,pin chai sản phẩm bị móp nhiều chỗ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,ổn
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,pin sạt rất tốt hàng chất lượng
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,mới mua xài lần đầu sạc được 3 nút thì ngưng ko biết cách nào để sạc cho đầy nữa
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,dùng chưa tới 1 năm đã phồng pin sắp nổ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sản phẩm tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,gọn và đẹp sd ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,mình mua hai sạc này rồi nhỏ gọn thích lắm
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,dùng ok sạc nhanh vào pin sạc ra nhanh tiện lợi ở hai cổng sạc mua ở đmx 222 hùng vương nhân viên cũng dễ thương
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,pin trâu
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,good
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sản phẩm ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,sau 1 thời gian sử dụng khi nạp điện sạc nóng đến mức ko cầm lên được sợ nổ nên phải rút nguồn điện ra ko dám sạc tiếp mình mua kèm cùng điện thoại cũng khá lâu rồi nhưng sử dụng cực ít 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,xài ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sản phẩm tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,location khách chưa chọn địa chỉ br sp tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,pin nhỏ gọn dễ sử dụng
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,oke
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sp tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sản phẩm sữ dụng được 2 năm giờ đã xuống cấp xạc chưa đầy pin đt đã hết
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,tôi muốn mua thêm 1 cái như vậy nữa
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tôi rất hài lòng về sp pin dự phòng này thiết kế nhỏ gọn dễ cầm nắm hay bỏ túi có sạc nhanh 18w màu sắc đẹp và nịnh mắt rất phù hợp với tôi trong cv vì hay phải di chuyển đường dài đặc biệt các bạn nhân viên tư vấn ở cửa hàng thị trấn nam sách rất nhiệt tình chu đáo không để khách hàng đợi lâu làm việc chuyên nghiệp khi mua hàng ở tgdd tôi hoàn toàn yên tâm về uy tín chất lượng và thậm chí hay được giảm rẻ đến bất ngờ tôi xin chân thành cảm ơn các bạn nhé 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,a
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,hàng ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,hàng tốt sạc nhanh có điều hơi nóng lúc sạc nói chung ổn áp trong tầm giá
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,pin có chức năng sạc nhanh nhỏ gọn tiện lợi sử dụng lúc khẩn cấp rất tốt tùy nhiên dung lượng pin sài đc 1 lần cho đt 5000ma
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sp tốt chất lượng dv tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rất tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,very good
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,pin dùng được 3 tháng bị phồng pin như thế này liệu sạc nữa có gây nổ không vậy shop 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,được
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sản phẩm tốt 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc rất nhanh
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sạc nhanh oke
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,vừa qua bh chưa được nữa tháng là hư k biết loại nào bền nhỉ 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,cục sạc giờ hư nữa rồi chừng nào rãnh cho em ra đổi lại
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sản phẩm tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,đã đc hỗ trợ đổi 1 lân nhưng vẫn chưa ok vì sạc vào điện thoại cục sạc quá nóng sợ nổ hơi thất vọng
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,pin sạc dự phòng có được đem máy bay ko 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,vừa mới mua ra về đọc đánh giá tự nhiên hoảng ngang cục sạc loại khác cũng hết bh là nó hư theo luôn nhưg võ thì còn mới toanh giờ mua qa cục này mà đáh giá thấp qá tự nhiên chán ngag sợ sạc thời gian lại sạc k vô pin y như cục cũ chắc tui chớt qá 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,sạc của em dùng được tầm 6 tháng r thì ổ sạc có vấn đề ấy á sạc không vô pin cho em hỏi mình ra tgdd bảo hành được không ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mua từ 14 01 2022 dùng đc vài tháng đầu thì rất ok sạc cổng 18w cho iphone thời gian sau này đèn hiển thị đầy nhưng khi ghim sạc thì chưa đc 2 phút đã báo hết pin 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc cho iphone 13 pro max nhanh cực kì luôn nên mua
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,dùng được
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,xài ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,mua đúng 1 năm vứt đi vì sạc lúc dc lúc k quá chán
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,5sao
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sạc tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,rất ok chỉ có điều đồ cũ mà tgdd lúc lên giá lúc xuống giá rất khó chịu khoản ý
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,nhân viên tư vấn nhiệt tình
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,sp này khá tệ nha đổi tận 3 lần 3 cục sạc khác nhau mua hồi 2 2021 và đến nay cục sạc chính thức bị tèo do ko cầm được pin vừa mới hết bảo hành mọi người cân nhắc khi mua sp này
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mình sạc ip13 pm hay bị nóng là tại sao ạ đã đổi hai cục nhưng vẫn bị mỗi lần sạc cầm lên muốn phỏng tay luôn 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,mình mua được 3 tháng bây giờ sạc rất lâu đầy pin cắm từ đêm đến chiều hôm sau vẫn ko đầy hơi thất vọng
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mới mua lúc sáng nay sạc vô đt thì ok nhưng khi sạc vào cục sạc thì không vô 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mình dùng được một thời gian thì pin phồng lên không biết có nổ hay không quá chán
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,vừa hết hạn bảo hành thì cục sạc cũng hư theo luôn dùng tốt chỉ trong vài tháng đầu mấy tháng sau đó sạc đầy cục sạc nhưng chỉ sạc đc cho điện thoại vài pin rồi sạc dự phòng này lại báo hết pin pin ảo rồi 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,cho em hỏi sạc mà ko cứ hiện thị 1 đèn là sao ạ còn bị nóng sạc dự phòng nữa ạ nhiều lần sạc ko vô thì có được đổi trả ko ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,còn 3 nấc pin cắm vào báo hết pin 10000 mà tệ quá mới mua dc chưa đến 1 tuần giờ làm sao đây ad
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,cho e hỏi chút lúc cắm dự phòng sạc đt pin dự phòng ấm nóng lên có ảnh hưởng gì k ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mua 5 7 2022 lu c mua co să n 3 đe n xa i hê t 3 đe n sa c 2 nga y trơ i ko lên đem đô i nga y 14 7 2022 đưa ca i kha c cu ng 3 ca i đe n xa i hê t đem sa c 2 nga y vâ n ko lên
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sản phẩm tốt nhân viên nhiệt tình 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,mình có mua 1 cái xài dc 6 tháng bây giờ cứ mỗi lần sạc pin vào cục sạc là bị nóng lắm sợ nổ cục sạc quá
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,sản phẩm dùng gần được một năm tự nhiên bị hư không sạc được nữa sạc điện vào cũng không sạc được sạc ra cũng không sạc được
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,cảm nhận ban đầu nhỏ gọn vỏ nhôm nhìn sang trọng tuy nhiên sẽ dễ trầy xước khi cắm sạc vào pin dùng củ sạc nhanh thì pin dự phòng jp213 khá nóng phải nói là nóng chú ý sẽ có 1 đèn màu tím sáng khi nhận sạc nhanh chuyển qua củ sạc 5v 2a thì đỡ nóng hơn đèn tím không sáng chỉ nhấp nháy đèn xanh biển đèn tím đó giúp nhận biết có nhận được dòng vào là sạc nhanh hay không khi dùng để sạc điện thoại sạc đầy iphone 11 nhanh như củ sạc nhanh 18w tuy nhiên ae nào chia sẻ giúp việc khi đầy 100 củ sạc không tự tắt mà vẫn sạc dùng dây tặng theo máy type c lightning sạc được đầy thêm điện thoại android pin 4000mah mà pin báo trên sạc dự phòng jp213 vẫn báo 2 đèn xanh biển 50 dự là sẽ sạc đầy được iphone 11 lần nữa phần sạc có sạc nhanh kèm đèn tím hiển thị và sạc được trên 2 lần cho iphone 11 pin 3000mah p schỉ mỗi cái sạc vào pin dự phòng jp213 thì có hiện tượng quá nóng thôi ngoài ra ko có vấn đề gì ae chú ý
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sản phẩm tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,vừa mua về dùng hết pin để sạc thì bị hiển thị chấm đỏ như này và khi sạc pin rất nóng cho hỏi như vậy là bị gì 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,ok đó 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,mới đổi lại cục mới sử dụng chưa được 2 ngày đã bị lỗi sạc hoài mà chỉ nhấp nháy có 1 đèn thôi
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc rất nhanh rất tốt mn nên mua 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,đổi một lần cục mới xài được vài ngày bị lỗi nữa sạc cả đêm ko đầy pin
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,khi sạc bin thì nóng bỏng tay khi sạc vào điện thoại thì cả cục bin lẫn sạc đều nóng 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,mua sp mới ngày 09 01 2022 polymer 10000mah type c pd qc3 0 xmobile powerslim pj jp213 xanh navy dùng ít mới sử dụng sạc khoảng 20 lần nay nạp điện không vào
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,sạc 10 000 mà s đt pin 4000 sạc 50 hết 1 2 đèn báo pin của sạc dự phòng r
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,xài bị quá nóng điện thoại và cục dự phòng luôn mới mua được 2 ngày
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,cục sạc bị phù và sạc pin cả cục sạc lẫn máy bị nóng pin rất nhanh bị tụt là bị gì ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,thời gian đầu thì sử dụng rất tốt nhưng được tầm 3 4 tháng đã có dấu hiệu sạc lâu vào pin đến bây giờ thì sạc cả ngày pin chỉ nhấp nháy ở chấm đầu tiên còn bị lỗi ở đầu sạc
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,pin sạc khoảng 2 phút bị tụt pin không hiểu bị sao
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,nhỏ gọn pin khoẻ đáng đồng tiền bát gạo mình mua đúng dịp khuyến mại nên khá rẻ 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,bị phồng lên có sửa được k ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,2,sạc từ hôm qua giờ mà ko vào pin cứ 3 nấc chạy hoài
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc nhanh chuẩn 18w nhỏ gọn cầm đi làm rất tiện mình mua đúng đợt sale giá rẻ nên rất ưng nhân viên đmx tư vấn nhiệt tình vui vẻ mình sẽ tiếp tục ủng hộ đmx
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,khi sạc thì cục sạc và điện thoại rất nóng đây là tình trạng chung hay riêng vậy các bạn 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc đã mua và rất ngon chất lượng 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,pin tốt
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,heyzzo sản phẩm ok sạc nhanh pin tick cũng ok mỗi tội mặt sạc bóng đánh rơi mấy lần xước xót quá 
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sản phẩm nhỏ gọn dễ mang theo hỗ trợ sạc nhanh tiện lợi nhân viên tư vấn nhiệt tình chu đáo không muốn mua vẫn phải mua
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,4,sạc dự phòng nhỏ gọ chất lượng tốt sạc nhanh sạc được 2 lần cho galaxy a71 nhưng nguồn ra cổng type c k ổn định như nguồn ra của cổng usb nhân viên tư vấn nhiệt tình
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,sai tệ 1 cục sac đổi 4 lần vừa đứng 1 năm cai hu tiếp bỏ luôn hết đổi lại dc nữa nhỏ gon thiệt mhungw sai mau hư quá
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,mua xài vài tháng đã hư sạc được 80 cho iphone 11 thì đã hết dù mới sạc đầy thất vọng thật sự vì mình ủng họi sp của tgdđ rất nhiều
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,3,xin hỏi cục sạc này mình mua ngày 22 04 2021 đến nay mỗi lần sạc đầy rồi sạc điện thoại chỉ được 80 là hết pin vậy mình có được bảo hành ko ạ
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,5,sạc nhanh nhưng không đủ 10 000 mah khoản 7 500
sac-dtdd,sac-du-phong-10000mah-type-c-powerslim-jp213,1,mình mua xài được 2 tháng thì sạc chưa lên được 40 nên vứt một chỗ mấy tháng nay sản phẩm thật sự thất vọng
